顶级,"));

            // 顶级类目清空第三级
          ",c:\development\data\beibei\application\views\screen\admin\wego\moment\show.php
顶级,"           // 设置下一级（顶级和第二级）
            ",c:\development\data\beibei\application\views\screen\admin\wego\moment\show.php
顶级,的应用，包括但不限于在服务商应用名称中或顶级域名左侧的URL中使用“贝贝”、“b,c:\development\data\beibei\application\views\screen\open_platform\document\rule.php
顶级,"  /**
     * 获取目前可用的顶级域名
     */
    pub",c:\development\data\beibei\dependency\beibei-biz-module\beidian-module\src\service\BeidianBaseService.php
顶级,"/**
     * 根据类目ID，取得顶级类目ID；考虑到类目全部放到REDI",c:\development\data\beibei\dependency\beibei-biz-module\idle-module\src\service\IdleCategoryService.php
顶级,* 取得专场id，大部分专场ID都是根据顶级cid和bid可以取得，但是部分列别,c:\development\data\beibei\dependency\beibei-biz-module\oversea-module\src\api\BeibeiOverseaFightGroupGet.php
顶级,* 取得专场id，大部分专场ID都是根据顶级cid和bid可以取得，但是部分列别,c:\development\data\beibei\dependency\beibei-biz-module\oversea-module\src\api\BeibeiOverseaHomeGet.php
顶级,* 取得专场id，大部分专场ID都是根据顶级cid和bid可以取得，但是部分列别,c:\development\data\beibei\dependency\beibei-biz-module\oversea-module\src\api\BeibeiOverseaIndexGet.php
顶级,* 取得专场id，大部分专场ID都是根据顶级cid和bid可以取得，但是部分列别,c:\development\data\beibei\dependency\beibei-biz-module\oversea-module\src\api\BeibeiOverseaNavigationGet.php
顶级," '最新', '金牌', '名牌', '顶级', '独家', '全球首发', '",c:\development\data\beibei\dependency\beibei-biz-module\product-module\src\service\ItemService.php
销量最高,"特价：距离活动结束时间大于六个小时，并且销量最高的六款商品
 */
class ",c:\development\data\beibei\application\controllers\task\c2c\c2c_tejia_hot.php
销量最高," }

    // 获取近30天发布，销量最高的3件,库存>0
    pub",c:\development\data\beibei\application\controllers\task\c2c\c2c_top_user.php
销量最高,"ales($uid, 1);//7天内内销量最高在线商品
           ",c:\development\data\beibei\application\controllers\task\hongren\hr_club_rank.php
销量最高,"
    /**
     * 7天内内销量最高在线商品
     */
   ",c:\development\data\beibei\application\libraries\service\hongren\HrClubService.php
销量最高,"->items[0]->img);/* 销量最高的商品图片 */


     ",c:\development\data\beibei\dependency\beibei-biz-module\beidian-module\src\api\BeidianRecomSoldMost.php
销量最高,"->items[0]->img);/* 销量最高的商品图片 */


     ",c:\development\data\beibei\dependency\beibei-biz-module\beimeng-module\src\api\BeimengRecomSoldMost.php
销量最高,"展示5个大类目$day这一天上新的专场中销量最高的商品
     * @para",c:\development\data\beibei\dependency\beibei-biz-module\martshow-module\src\service\HomepageService.php
销量最高,"
        // 每个大类目取一个销量最高的商品
        $cat",c:\development\data\beibei\dependency\beibei-biz-module\martshow-module\src\service\HomepageService.php
销量最高," 如果有多个在线商品，则从在线商品中挑选销量最高的
            $m",c:\development\data\beibei\dependency\beibei-biz-module\product-module\src\service\ProductRepeatService.php
销量最高,            // 如果不存在销量最高的，则取id最小的一个作为主商品,c:\development\data\beibei\dependency\beibei-biz-module\product-module\src\service\ProductRepeatService.php
销量最高,"  /**
     * 获取商家品牌下销量最高的三件商品
     *
   ",c:\development\data\beibei\dependency\beibei-biz-module\seller-module\src\service\SellerBrandService.php
销量最高,"  /**
     * 3个月内店铺中销量最高的三个商品
     * @me",c:\development\data\beibei\dependency\beibei-service-api\bigdata-sea-service-api\src\api\DataService.php
销量最高,"无法匹配用户输入的任何搜索内容，显示线上销量最高的10件商品
     *
  ",c:\development\data\beibei\dependency\beibei-service-api\shared-search-api\src\api\SearchRecommendService.php
任意,"    }

        // 其他任意情况，都视为可以正常登陆
     ",c:\development\data\beibei\application\controllers\member.php
任意,"    // 将听云压测的账号视为特例，任意验证码都返回TRUE
       ",c:\development\data\beibei\application\controllers\member.php
任意," * 当对基础类目进行配置时，添加操作为任意输入
             * ",c:\development\data\beibei\application\controllers\admin\seller.php
任意,"    // 将听云压测的账号视为特例，任意验证码都返回TRUE
       ",c:\development\data\beibei\application\controllers\openid\oauth_base.php
任意,age = '请输入5.0-9.9之间的任意数值，同时折扣控制在一位小数，多于不,c:\development\data\beibei\application\controllers\seller\beidian.php
任意,"    // 获取商家的所有被打过标签（任意）的客服
        load_",c:\development\data\beibei\application\controllers\seller\employee_chat_transfer.php
任意,age = '请输入5.0-9.9之间的任意数值，同时折扣控制在一位小数，多于不,c:\development\data\beibei\application\controllers\seller\fightgroupos.php
任意,age = '请输入5.0-9.9之间的任意数值，同时折扣控制在一位小数，多于不,c:\development\data\beibei\application\controllers\seller\martgoods_fruit.php
任意,age = '请输入5.0-9.9之间的任意数值，同时折扣控制在一位小数，多于不,c:\development\data\beibei\application\controllers\seller\oversea.php
任意,age = '请输入5.0-9.9之间的任意数值，同时折扣控制在一位小数，多于不,c:\development\data\beibei\application\controllers\seller\oversea_activity.php
任意,";
    }

    // Tab 任意控
    public funct",c:\development\data\beibei\application\libraries\seller\seller_header_tab.php
任意,2)“店内指定商品可用”：券设置中勾选了任意不可用商品，包括指定了某品牌又勾选了,c:\development\data\beibei\application\libraries\service\CouponListService.php
任意,"支付时间、收货地址、发货地址、类目ID 任意组合
    public func",c:\development\data\beibei\application\libraries\service\OrderAutoReceiveService.php
任意,"tr() {
        // 可以任意，只要 responseCode !",c:\development\data\beibei\application\libraries\service\pay\AbstractKqPayService.php
任意,"tr() {
        // 可以任意，只要 ret_code != 00",c:\development\data\beibei\application\libraries\service\pay\AbstractLianlianPayService.php
任意,"该iid是否正在售卖,如果是自营商家可以任意修改
     * 优先级，自营商家",c:\development\data\beibei\application\libraries\service\seller\SellerCommonService.php
任意,验证后继续访问后台<span>你在后台的任意操作都将被记录，请谨慎操作</spa,c:\development\data\beibei\application\views\screen\admin\request_visit\index.php
任意,    <label>当符合以下条件中的任意一个，则不支持批量充值：</labe,c:\development\data\beibei\application\views\screen\admin\seller\batch_sg_import.php
任意,    <label>当符合以下条件中的任意一个，则不支持批量充值：</labe,c:\development\data\beibei\application\views\screen\admin\seller_annual\batch_annual_import.php
任意,"t"">
                任意大促的开始日期，多个以英文逗号分隔
",c:\development\data\beibei\application\views\screen\admin\tag\task_mizhe.php
任意,"el-heading"">说明：描述中包含任意一个过滤词的状态将不被自动推荐。 填",c:\development\data\beibei\application\views\screen\admin\wego\system_switch\home_recommend_config.php
任意,本协议下所有逾期未付的服务费，贝贝有权在任意一笔应付给用户的款项中直接抵扣。</,c:\development\data\beibei\application\views\screen\seller\bbyxt\index.php
任意,担，用户并在此授权贝贝、贝贝关联公司可在任意一笔应付给用户的费用中抵扣该部分款项,c:\development\data\beibei\application\views\screen\seller\bbyxt\index.php
任意,商品库存量。但为了保证特卖业务正常进行，任意SKU库存量低于100时，分销市场将,c:\development\data\beibei\application\views\screen\seller\help\distribution.php
任意,了验证此店铺为您所有，需要您在您店铺中的任意一商品标题结尾添加此验证码：<spa,c:\development\data\beibei\application\views\screen\seller\import\taobao_verify.php
任意,了验证此店铺为您所有，需要您在您店铺中的任意一商品标题结尾添加此验证码：<spa,c:\development\data\beibei\application\views\screen\seller\import\tmall_verify.php
任意,"turn array 若为空数组则表示可任意取值
     * @throws ",c:\development\data\beibei\dependency\beibei-biz-module\buy-module\src\service\BuyScheduleBaseService.php
任意,"}

        //空数组表示可以任意值
        if ($min",c:\development\data\beibei\dependency\beibei-biz-module\buy-module\src\service\BuyScheduleBaseService.php
任意,"通过redirect参数，跳转到积分商城任意页面
     */
    pub",c:\development\data\beibei\dependency\beibei-biz-module\education-module\src\service\outer\EducationDuibaService.php
任意,>top_ids = []; //其中有任意一个不符合的 $top_ids直接设,c:\development\data\beibei\dependency\beibei-biz-module\oversea-module\src\api\BeibeiOverseaBundlingSaleGet.php
任意,>top_ids = []; //其中有任意一个不符合的 $top_ids直接设,c:\development\data\beibei\dependency\beibei-biz-module\oversea-module\src\api\BeibeiOverseaTaxFreeGet.php
任意,"**
     * 返回top200中的任意一款商品
     * @retur",c:\development\data\beibei\dependency\beibei-biz-module\oversea-module\src\service\MartOverseaService.php
任意,"in_amt) . '元以上') : '任意';
            try",c:\development\data\beibei\dependency\beibei-biz-module\pintuan-module\src\api\BeibeiPusherWithdrawApply.php
任意,"esc_9' => '使用免单资格可兑换任意免单商品券',
        'd",c:\development\data\beibei\dependency\beibei-biz-module\pintuan-module\src\service\FightgroupConstantService.php
任意,"ds_pre);//用来组合的商品可以是任意自营商品,这一步查库是必须的
   ",c:\development\data\beibei\dependency\beibei-biz-module\product-module\src\service\ProductSkuService.php
任意,取当前cid的所有父级cids，只要父级任意cid在$only_self_sel,c:\development\data\beibei\dependency\beibei-biz-module\product-module\src\service\ProductSubmitService.php
任意,"20点以后下单，隔天上午9点-10点之间任意时间点开始推送；
 * 用户当日如果",c:\development\data\beibei\dependency\beibei-biz-module\wechat-module\src\service\bussiness\WechatNotifyDelayService.php
任何,"p）的超时时间
// 在此时间内未接收到任何数据，客户端关闭链接

// 社群
",c:\development\data\beibei\application\config\redis.php
任何,"= 0.5;

// 在此时间内未接收到任何数据，客户端关闭链接
$redis[",c:\development\data\beibei\application\config\redis_logistics.php
任何,"= 0.5;

// 在此时间内未接收到任何数据，客户端关闭链接
$redis[",c:\development\data\beibei\application\config\redis_member.php
任何,"= 0.2;

// 在此时间内未接收到任何数据，客户端关闭链接
$redis[",c:\development\data\beibei\application\config\redis_promotion.php
任何,"= 0.5;

// 在此时间内未接收到任何数据，客户端关闭链接
$redis[",c:\development\data\beibei\application\config\development\redis_member.php
任何,"               // 不做任何控制,删除redis中的数据
   ",c:\development\data\beibei\application\controllers\admin\activity.php
任何,"put('message', '未查找到任何品牌信息！');
         ",c:\development\data\beibei\application\controllers\admin\brand.php
任何,"put('message', '未读取到任何内容！');
           ",c:\development\data\beibei\application\controllers\admin\brand.php
任何,">put('message', '未找到任何品牌信息！');
         ",c:\development\data\beibei\application\controllers\admin\brand.php
任何,"put('message', '未读取到任何内容！');
           ",c:\development\data\beibei\application\controllers\admin\brand.php
任何,"              // 没使用任何条件
               ",c:\development\data\beibei\application\controllers\admin\category.php
任何,"put('message', '数据没有任何改变！');
           ",c:\development\data\beibei\application\controllers\admin\category_custom.php
任何,">put('message', '未选择任何商品！');
           ",c:\development\data\beibei\application\controllers\admin\choose_center.php
任何,"put('message', '数据没有任何改变！');
           ",c:\development\data\beibei\application\controllers\admin\collocation.php
任何," // 如果是查询的贝店,但是却搜索不到任何券信息,下面默认查不出券
     ",c:\development\data\beibei\application\controllers\admin\coupon.php
任何,"put('message', '还未设置任何提醒！');
           ",c:\development\data\beibei\application\controllers\admin\coupon.php
任何," '更新成功！' : '操作完成，未更新任何内容！');
    }

    ",c:\development\data\beibei\application\controllers\admin\customize_doc.php
任何,"->put('message', '没有任何改动~');
           ",c:\development\data\beibei\application\controllers\admin\dailyten.php
任何,">put('message', '未找到任何记录');
            ",c:\development\data\beibei\application\controllers\admin\invitation.php
任何,"put('message', '没有更新任何数据');
            ",c:\development\data\beibei\application\controllers\admin\item.php
任何,"put('message', '没有更新任何数据');
            ",c:\development\data\beibei\application\controllers\admin\martshow.php
任何,"put('message', '没有更新任何数据');
            ",c:\development\data\beibei\application\controllers\admin\martshow.php
任何,"put('message', '没有更新任何数据');
            ",c:\development\data\beibei\application\controllers\admin\martshow_mizhe.php
任何,"put('message', '没有更新任何数据');
            ",c:\development\data\beibei\application\controllers\admin\martshow_mizhe.php
任何,"put('message', '没有更新任何数据');
            ",c:\development\data\beibei\application\controllers\admin\marttuan.php
任何,">put('message', '配置无任何变更！');
           ",c:\development\data\beibei\application\controllers\admin\marttuan.php
任何,"->put('message', '没有任何改动');
            ",c:\development\data\beibei\application\controllers\admin\order.php
任何,"put('message', '尚未选择任何筛选配置！');
         ",c:\development\data\beibei\application\controllers\admin\product_tags.php
任何,"->put('message', '未做任何修改');
            ",c:\development\data\beibei\application\controllers\admin\promotion_tags.php
任何,"put('message', '未读取到任何内容！');
           ",c:\development\data\beibei\application\controllers\admin\refund.php
任何,"put('message', '未读取到任何内容！');
           ",c:\development\data\beibei\application\controllers\admin\refund.php
任何,"put('message', '没有更新任何数据');
            ",c:\development\data\beibei\application\controllers\admin\seller.php
任何,"put('message', '未读取到任何内容！');
           ",c:\development\data\beibei\application\controllers\admin\seller.php
任何,"put('message', '未读取到任何内容！');

          ",c:\development\data\beibei\application\controllers\admin\seller_annual.php
任何,"ut('message', '配置值没有任何改动！');
           ",c:\development\data\beibei\application\controllers\admin\seller_audit.php
任何,"ut('message', '配置值没有任何改动！');
           ",c:\development\data\beibei\application\controllers\admin\seller_audit.php
任何,">put('message', '未更新任何内容！');
           ",c:\development\data\beibei\application\controllers\admin\seller_brand.php
任何,"prefix . '忽略操作完成，未更新任何记录！';
            ",c:\development\data\beibei\application\controllers\admin\seller_operate_permission.php
任何,"prefix . '通过操作完成，未更新任何记录！';
            ",c:\development\data\beibei\application\controllers\admin\seller_operate_permission.php
任何,"put('message', '未读取到任何内容！');
           ",c:\development\data\beibei\application\controllers\admin\seller_points.php
任何,"put('message', '未读取到任何内容！');
           ",c:\development\data\beibei\application\controllers\admin\seller_points.php
任何,"->put('message', '未做任何修改!');
           ",c:\development\data\beibei\application\controllers\admin\sensitive_word.php
任何,"put('message', '没有选择任何关联关系!');
         ",c:\development\data\beibei\application\controllers\admin\sensitive_word.php
任何,"回到专场报名活动前的状态:即专场没有进行任何的报名活动
        $thi",c:\development\data\beibei\application\controllers\admin\um_activity.php
任何,"ut('message', '没有匹配到任何数据');

           ",c:\development\data\beibei\application\controllers\admin\forum\group.php
任何,"ut('message', '没有匹配到任何数据');

           ",c:\development\data\beibei\application\controllers\admin\forum\group.php
任何,"ut('message', '没有匹配到任何数据');
            ",c:\development\data\beibei\application\controllers\admin\forum\post_review.php
任何,"ut('message', '没有匹配到任何数据');
            ",c:\development\data\beibei\application\controllers\admin\forum\post_review.php
任何,"ut('message', '没有匹配到任何数据');
            ",c:\development\data\beibei\application\controllers\admin\forum\wiki_comment.php
任何,"put('message', '未读取到任何内容！');
           ",c:\development\data\beibei\application\controllers\admin_v2\buywhat_import.php
任何,"put('message', '未读取到任何内容！');
           ",c:\development\data\beibei\application\controllers\admin_v2\buywhat_import.php
任何,"回到专场报名活动前的状态:即专场没有进行任何的报名活动
        $thi",c:\development\data\beibei\application\controllers\admin_v2\mart_show_detail.php
任何,"sult->message = '还没有任何相关的配置';
        }
",c:\development\data\beibei\application\controllers\api\conf.php
任何,utput->message = '没有任何东西呢' . get_err_cod,c:\development\data\beibei\application\controllers\api\conf.php
任何,utput->message = '没有任何东西呢' . get_err_cod,c:\development\data\beibei\application\controllers\api\items.php
任何,"   // 检查请求ts, 非法ts则无任何数据返回
        if ($",c:\development\data\beibei\application\controllers\api\resource.php
任何,"   // 检查请求ts, 非法ts则无任何数据返回
        if ($",c:\development\data\beibei\application\controllers\api\c2c\c2c_resource.php
任何,"   // 检查请求ts, 非法ts则无任何数据返回
        if ($",c:\development\data\beibei\application\controllers\api\feifan\feifan_resource.php
任何,"   // 检查请求ts, 非法ts则无任何数据返回
        if ($",c:\development\data\beibei\application\controllers\api\yuerbao\yuerbao_resource.php
任何,"ds
            // 没有任何敏感词，无标记
          ",c:\development\data\beibei\application\controllers\rocketmq\handler_product_ocr.php
任何,"/确认收货时间小于等于售后创建时间时不做任何处理
               ",c:\development\data\beibei\application\controllers\rocketmq\handler_refund.php
任何,"_CLOSED) { //已关闭售后不做任何处理
               ",c:\development\data\beibei\application\controllers\rocketmq\handler_refund.php
任何, // 单品特卖分类下的品牌 - 不再对任何商家（包括米折、普通和海外购商家）展,c:\development\data\beibei\application\controllers\seller\brand.php
任何,"->put('message', '未作任何修改');
            ",c:\development\data\beibei\application\controllers\seller\campaign.php
任何,"->put('message', '未作任何修改');
            ",c:\development\data\beibei\application\controllers\seller\campaign.php
任何,">put('message', '未更新任何内容');
        }
  ",c:\development\data\beibei\application\controllers\seller\employee.php
任何,"/ 设置自定义的帮助文档，文档可以储存于任何地方
    private fun",c:\development\data\beibei\application\controllers\seller\help.php
任何," // 只有单个SKU的话，就不需要弹出任何窗口
            }
 ",c:\development\data\beibei\application\controllers\seller\item.php
任何,"put('message', '尚未报名任何商品');
            ",c:\development\data\beibei\application\controllers\seller\martshow_new_brand.php
任何,">put('message', '未选择任何商品！');
           ",c:\development\data\beibei\application\controllers\seller\mart_new.php
任何,"/ 设置自定义的帮助文档，文档可以储存于任何地方
    private fun",c:\development\data\beibei\application\controllers\seller\notice_settled.php
任何,"->put('message', '没有任何改动');
            ",c:\development\data\beibei\application\controllers\seller\order.php
任何,"put('message', '没有选择任何全球购' . get_err_cod",c:\development\data\beibei\application\controllers\seller\oversea.php
任何,"          // 简版商品不支持任何操作, \beibei\servic",c:\development\data\beibei\application\controllers\seller\product.php
任何,"put('message', '没有维护任何尺码表模板' . get_err_c",c:\development\data\beibei\application\controllers\seller\size_chart.php
任何,"put('message', '没有维护任何尺码表模板' . get_err_c",c:\development\data\beibei\application\controllers\seller\size_chart.php
任何,"ice = '还未对接开放平台，未授权过任何erp';
            ",c:\development\data\beibei\application\controllers\seller\soft.php
任何,">put('message', '未选择任何品牌');
            ",c:\development\data\beibei\application\controllers\seller\tuan.php
任何,"      $fail[] = '未更新任何内容！' . $base_msg;
",c:\development\data\beibei\application\controllers\task\seller_hx_batch_update.php
任何,"      $fail[] = '未更新任何内容！' . $base_msg;
",c:\development\data\beibei\application\controllers\task\seller_hx_batch_update.php
任何," 众包审核结果为未知，返回人工审核，不做任何操作
     * @param $",c:\development\data\beibei\application\controllers\task\show_video_crowdsourcing_analysis.php
任何," // 没有上线记录，收到下线消息则不做任何处理
               ",c:\development\data\beibei\application\controllers\task\bbyxt\campaign_duration.php
任何,"众包审核结果为未知，返回人工审核，不用做任何操作
     * @param $",c:\development\data\beibei\application\controllers\task\crowdsourcing\xinde_analysis.php
任何,"下单吧', '据说勤俭持家的妈妈不会错过任何一波限量优惠，你还在等什么？快点进来",c:\development\data\beibei\application\controllers\task\discovery\discovery_limit_auto_publish.php
任何,"      //diff目的是先存储没有任何订单的用户
            ",c:\development\data\beibei\application\controllers\task\fightgroup\fightgroup_unactive_user_msg_send.php
任何,"众包审核结果为未知，返回人工审核，不用做任何操作
     * @param $",c:\development\data\beibei\application\controllers\task\idle\idle_comment_crowdsourcing_analysis.php
任何,"众包审核结果为未知，返回人工审核，不用做任何操作
     * @param $",c:\development\data\beibei\application\controllers\task\idle\idle_product_crowdsourcing_analysis.php
任何,"  // 不包含敏感词的时候, 就不添加任何信息
               ",c:\development\data\beibei\application\controllers\task\product\product_check_img.php
任何,"
    /**
     * 对于没有任何图片在检测的，直接审核通过商品的敏感",c:\development\data\beibei\application\controllers\task\product\product_check_img.php
任何,"1501         该公众号未配置任何关键词信息回复
        //",c:\development\data\beibei\application\helpers\wechat_errcode.php
任何,"         用户发送的文本，未命中任何关键词

    //11600 =",c:\development\data\beibei\application\helpers\wechat_errcode.php
任何," { //如果传递UID过来则代码中不做任何缓存
            $re",c:\development\data\beibei\application\libraries\api\BeibeiItemRecomHtmlGet.php
任何," { //如果传递UID过来则代码中不做任何缓存
               ",c:\development\data\beibei\application\libraries\api\BeibeiItemRecomHtmlGet.php
任何,"    //用户提交状态不对刷新参数进行任何操作
        if (!$i",c:\development\data\beibei\application\libraries\api\wechat\BeibeiImpressTagGet.php
任何,"式(身份类型identity_type为任何值):
     * {""auth_",c:\development\data\beibei\application\libraries\outer\zhima_certification\zmop\request\ZhimaAuthInfoAuthorizeRequest.php
任何,"式(身份类型identity_type为任何值):
     * {""auth_",c:\development\data\beibei\application\libraries\outer\zhima_certification\zmop\request\ZhimaAuthInfoAuthorizeRequest.php
任何,"店通用”：券设置中选择全店通用，且未勾选任何不可用商品；
     *2)“店内",c:\development\data\beibei\application\libraries\service\CouponListService.php
任何," //判断是否有置顶商品,指定商品不参与任何排序
            if ",c:\development\data\beibei\application\libraries\service\ItemNewMemberService.php
任何,"obj->message = '没有更新任何数据';
            $",c:\development\data\beibei\application\libraries\service\c2c\LikeService.php
任何,"lt->message = '没有匹配到任何数据';

            ",c:\development\data\beibei\application\libraries\service\forum\ForumAdminCommentService.php
任何,"lt->message = '没有匹配到任何数据';

            ",c:\development\data\beibei\application\libraries\service\forum\ForumAdminPostService.php
任何,"lt->message = '没有匹配到任何数据';

            ",c:\development\data\beibei\application\libraries\service\forum\ForumAdminPostService.php
任何,"lt->message = '没有匹配到任何数据';

            ",c:\development\data\beibei\application\libraries\service\forum\ForumPostService.php
任何,"coupon_ids); // 没有选择任何商品
        }
     ",c:\development\data\beibei\application\libraries\service\promotion\C2cCouponPromotionService.php
任何,"pp对于$cart_ids参数，在不选中任何商品的情况下，返回值的定义不同。
 ",c:\development\data\beibei\application\libraries\service\promotion\PromotionService.php
任何,"pp对于$cart_ids参数，在不选中任何商品的情况下，返回值的定义不同。
 ",c:\development\data\beibei\application\libraries\service\promotion\PromotionService.php
任何,"pp对于$cart_ids参数，在不选中任何商品的情况下，返回值的定义不同。
 ",c:\development\data\beibei\application\libraries\service\promotion\PromotionService.php
任何,": 这个service目前已经作废,没有任何地方调用
 * coreseek已经",c:\development\data\beibei\application\libraries\service\search\BrandSearchService.php
任何,"        47 => '买家未提供任何凭证/凭证不足',
        ",c:\development\data\beibei\application\models\refund_reason.php
任何,解决php中读取文件的问题。 默认不进行任何的转换；如果设置了$fromEnco,c:\development\data\beibei\application\third_party\tools_common\libraries\sendcloud\SendCloud.php
任何,协议各项内容，包括贝贝对本协议随时所做的任何修改，并成为贝贝用户（以下简称“您”,c:\development\data\beibei\application\views\control\support\agreement.php
任何,注册手机号，它是您在贝贝的唯一识别，您的任何投诉、问题、购买记录，均采用这个注册,c:\development\data\beibei\application\views\control\support\agreement.php
任何,本协议及相关规则。如果违反前述承诺，产生任何法律后果的，用户应以自己的名义独立承,c:\development\data\beibei\application\views\control\support\agreement.php
任何,"计算机信息系统；
1.4 不得传输或发表任何违法犯罪的、骚扰性的、中伤他人的、辱",c:\development\data\beibei\application\views\control\support\agreement.php
任何,久冻结（注销）您的账户，且无须为此向您或任何第三方承担任何责任，如出现依法律或本,c:\development\data\beibei\application\views\control\support\agreement.php
任何,"的内容的权利。</b>
3.贝贝禁止您为任何第三方在社区内进行任何形式的广告宣传",c:\development\data\beibei\application\views\control\support\community.php
任何,"
3.贝贝禁止您为任何第三方在社区内进行任何形式的广告宣传。
4.您不得在社区频",c:\development\data\beibei\application\views\control\support\community.php
任何,认可贝贝仅仅为买卖双方提供交易平台，您在任何情况下与您的交易对方发生的买卖纠纷、,c:\development\data\beibei\application\views\control\support\community.php
任何,"ed"">组合券，多张券</span>，有任何疑问，欢迎咨询吴夏冰（平台 - 开发",c:\development\data\beibei\application\views\screen\admin\award\index.php
任何,加到常态售卖上，限制条数500条记录。有任何疑问，请咨询zhiqun.huang,c:\development\data\beibei\application\views\screen\admin\item\increase_sold_num.php
任何,>用来把境内商家的商品迁移到境外商家；有任何疑问，欢迎咨询程少华（平台 - 开发,c:\development\data\beibei\application\views\screen\admin\martoversea\seller_merge.php
任何,置，支持批量设置（一次上限100个）；有任何疑问，欢迎咨询程少华（平台 - 开发,c:\development\data\beibei\application\views\screen\admin\martshow\items_add_tag.php
任何,换，支持批量转换（一次上限100个）；有任何疑问，欢迎咨询吴夏冰（平台 - 开发,c:\development\data\beibei\application\views\screen\admin\martshow\item_to_product.php
任何,置，支持批量设置（一次上限100个）；有任何疑问，欢迎咨询蒋冰（平台 - 开发）,c:\development\data\beibei\application\views\screen\admin\martshow\limit_modify_batch.php
任何,  支持批量设置（一次上限100个）；有任何疑问，欢迎咨询蒋冰（平台 - 开发）,c:\development\data\beibei\application\views\screen\admin\martshow\lock_modify_batch.php
任何,置，支持批量设置（一次上限100个）；有任何疑问，欢迎咨询蒋冰（平台 - 开发）,c:\development\data\beibei\application\views\screen\admin\martshow\price_modify_batch.php
任何,ser_count?>个用户批量发送，有任何疑问，欢迎咨询（平台部 - 商品组）,c:\development\data\beibei\application\views\screen\admin\point\add.php
任何,，比如三级类目迁移到另外一个三级类目；有任何疑问，欢迎咨询吴夏冰（研发）<br/,c:\development\data\beibei\application\views\screen\admin\product\move_category.php
任何,"r"">
        商品迁移工具；有任何疑问，欢迎咨询陆祖恒（研发）<br/",c:\development\data\beibei\application\views\screen\admin\product\move_products.php
